App Name,App ID,Final,Running Result,Install Result,Remarks,App Category,Developer,App Version,Updated Date,Crash log,Camera_p
Classic Solitaire: Regal Card,com.solitarie.card.regal.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
testerup - earn money,de.empfohlen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rec Room - Play with friends!,com.AgainstGravity.RecRoom,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cleo AI: Cash advance & Credit,com.meetcleo.cleo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Tower - Idle Tower Defense,com.TechTreeGames.TheTower,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bus Jam: Car Parking Games,com.car.parking.bus.mania.traffic.jam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Royal Cooking - Cooking Game,com.matryoshka.royal.cooking.kitchen.madness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tile Explorer - Triple Match,com.oakever.tiletrip,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bingo Voyage - Live Bingo Game,com.bingo.cruise.free.best.top.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Treasure Master,com.gimica.treasuremaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spades Stars - Card Game,com.playvalve.spades,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RapidTV - Short Dramas,com.rapid.short.tv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Visual Voicemail,com.metropcs.service.vvm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Supermarket Simulator 3D,com.playspare.supermarket.store.simulator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Lumber Empire: Tycoon Inc,com.lumber.inc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sugar Rush Adventure,com.gimica.sugarmatch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bible For Women,com.bible.holy.bible.for.women,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Pop - Fun Coloring Games,com.mwm.procolor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gin Rummy - Classic Card Game,com.fiogonia.gin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SeatGeek ÃÂ Tickets to Events,com.seatgeek.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Seaside EscapeÃÂ®: Merge & Story,com.gamedots.seasideescape,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Agent Hunt ÃÂ Hitman Shooter,com.gnarlygamestudio.agenthunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cricket Visual Voicemail,com.mizmowireless.vvm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wordle!,com.vottzapps.wordle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Autotrader: Shop Cars For Sale,com.autotrader.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flappy Dunk,com.acidcousins.fdunk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Roll,in.playsimple.wordbingo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crossmath - Math Puzzle Games,math.puzzle.games.crossmath.number.puzzles.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BetMGM - Online Sports Betting,com.playmgm.nj.sports,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Neku: OC character creator,com.stickermobi.avatarmaker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Google Opinion Rewards,com.google.android.apps.paidtasks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jackpot MasterÃÂ Slots - Casino,com.jmsgame.jackpotmastercasino,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Find It Out - Hidden Object,find.out.hidden.objects.seek.puzzle.games.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Darts Club: PvP Multiplayer,com.boombitgames.Dartsy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QR & Barcode Scanner Launcher,com.qr.code.reader.scanner.qrscan.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PBS KIDS Video,org.pbskids.video,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Skincare Time: Makeover ASMR,com.fc.p.gp.skincare.makeup.makeover.asmr.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Away: 3D Pin Puzzle,com.screw.away.pin.puzzle.and,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pray.com: Bible & Daily Prayer,com.prayapp.client,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dice Yatzy - Classic Fun Game,com.funcraft.diceyatzy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balloon Triple Match: Match 3D,com.balloon.triple.match.master3d.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pilates Workout at Home,pilatesworkout.yogaworkout.loseweight.workoutapps,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Collect Em All! Clear the Dots,com.tarboosh.collectemall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Capybara Go!,com.habby.capybara,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Teladoc Health,com.teladoc.members,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Simple Bible Daily Verse Alarm,com.holy.bible.study,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TDS - Tower Destiny Survive,com.playstrom.hero.tower,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bible Word Search,com.econogames.bible.wordsearch.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Jam 3D,com.partyup.blockjam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Weather Now Launcher - Radar,com.eet.weather.launcher,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Music Player & MP3 - DDMusic,musicplayer.playmusic.audioplayer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GTA: San Andreas ÃÂ NETFLIX,com.netflix.NGP.GTASanAndreasDefinitiveEdition,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Call of DutyÃÂ®: WarzoneÃÂ Mobile,com.activision.callofduty.warzone,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blossom Match - Puzzle Game,com.tripledot.tile.blossom,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Madoka Magica Magia Exedra,com.aniplex.magia.exedra.en,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Minecraft Education,com.mojang.minecraftedu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spades - Classic Cards,com.tripledot.spades,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Amtrak,com.amtrak.rider,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PBS: Watch Live TV Shows,com.pbs.video,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FreeStyle Libre 3 ÃÂ US,com.freestylelibre3.app.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Farkle Dice Roll,com.funcraft.farkle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Beatstar - Touch Your Music,com.spaceapegames.beatstar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily Forecast: Weather&Radar,com.daily.forecast.weather.radar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ESPN Tournament Challenge,com.espn.droid.bracket_bound,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Glow Fashion Idol,com.crazylabs.fashion.squad,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
StardustTV - Movies & Dramas,com.shdj.test,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BetMGM Casino - Real Money,com.playmgmcasino.nj,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VicoHome: Smart Home Camera,com.smartaddx.vicohome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PokÃÂ©mon Sleep,jp.pokemon.pokemonsleep,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Linky AI: Chat, Play, Connect",com.aigc.ushow.ichat,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AI Chatbot - Nova,com.scaleup.chatai,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mad Smash,com.gimica.madsmash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dexcom G7,com.dexcom.g7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Grand Cash Casino Slots Games,com.grandcashslots.free.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aetna Health,com.aetna.aetnahealth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Benjamin - Earn Cash Rewards,com.benjaminone.client,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Annoying Uncle Punch Game,com.gtsy.annoying.punch.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Merge Hexa - Number Puzzle,com.inspiredsquare.jupiter1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Claude by Anthropic,com.anthropic.claude,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gacha Life 2,air.com.lunime.gachalife2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Godzilla x Kong: Titan Chasers,com.tiltingpoint.monster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Coffee Mania - Sorting Jam,com.nopegames.coffeemania,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spider Solitaire,spider.classic.solitaire.card.pgmaker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Diary Pro - Diary With Lock,com.rjp.diarypro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
All Document Reader,com.documentreader.free.viewer.all,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Reader ÃÂ PDF Viewer,com.ezt.pdfreader.pdfviewer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Weapon Shop,com.hg.idleweaponshoptycoon.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Magic Sort!,com.grandgames.magicsort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Movies Anywhere,com.moviesanywhere.goo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cryptoscapes - Brain Word Game,com.insbraingames.cryptoscapes.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ball Bounce,com.gimica.ballbounce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Speechify ÃÂ Text to Speech,com.cliffweitzman.speechify2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NovelFlow,com.rnovel.android.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Match Collector,com.staplegames.matchcollector,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad It UpÃÂSave on Your Bills,com.adfone.aditup,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Drive Zone: Car Simulator Game,com.drivezone.car.race.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AniDub Max,com.animax.max,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Bank Tycoon: Money Empire,com.luckyskeletonstudios.idlebanktycoon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
JustFit - Lazy Workout,fitness.home.workout.weight.loss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Skip-BoÃÂ: Solitaire Card Game,com.mattel163.skipbo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Chosen,net.comeandsee.thechosen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Shooter Pop - Blast Fun,com.niuaigo.bubble.shooter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Merge Gardens,com.futureplay.mergematch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tactical Syndicate,com.tacticalsyndicate.assess,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Amazon Business: B2B Shopping,com.amazon.mShop.android.business.shopping,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Puzzles & Chaos: Frozen Castle,com.global.pnck,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cherry Blaze,com.gold.rush.classic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cake Sort - Color Puzzle Game,com.falcon.dm.water.cake.sort.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zombie Apocalypse: Doomsday-Z,com.RastleksGames.TheShootout,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Proxy Browser,proxy.browser.unblock.sites.proxybrowser.unblocksites,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zeus,com.thezeusnetwork.www,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Shooter Pop!,com.mobilityware.BubbleShooter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Weapon Master: Action Gun Game,com.atknsyl.weaponmaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Train Miner: Idle Railway Game,games.flexus.trainminer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tangram Heaven,com.gimica.tangram,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pyramid Mahjong,com.mahjong.pyramid.catnap.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gin Rummy Classic,com.mobilityware.GinRummySolitaire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyber Surfer : Rhythm Odyssey,com.dancing.smash.hop.game.tiles.beat.piano.surfer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Woodle Screw Jam: Nuts & Bolts,com.wood.bolt.wordle.screw.nuts.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sudoku Master!,com.mathbrain.sudoku,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jackpotland-Vegas Casino Slots,com.slots.free.vegas.casino.jackpotland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Livetopia: Party!,com.metroville.global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Craft Block World Building,com.city.clever.dragon.forrest.boy.craft.building,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frameo: Share to photo frames,net.frameo.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Eatventure,com.hwqgrhhjfd.idlefastfood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jelly Master: Mukbang ASMR,com.fc.p.cp.jelly.mukbang.asmr.live.diy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aha World: Doll Dress-Up Game,com.ahaworld.ahaworld,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WeightWatchers Program,com.weightwatchers.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FanDuel Casino - Real Money,com.fanduel.casino,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NumMatch: Logic Puzzle,and.brainworks.nummatch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TickPick - Live Event Tickets,com.tickpickllc.ceobrien.tickpick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mystery Matters,com.playrix.mysterymatters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blossom SortÃÂ® - Flower Games,color.match.line.connect.brain.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
US News - Breaking News Brief,com.breakingnewsbrief.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sonos,com.sonos.acr2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alien Invasion: RPG Idle Space,com.multicastgames.venomSurvive,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Little Farm Story: Idle Tycoon,com.h8games.littlefarmstory,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MyQuest for Patients,com.myquest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Clash,com.playakor.clashofcolor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dye Hard - Color War,flexus.dye.hard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tap Gallery: Unpuzzle Images,com.tap.gallery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Question.AI - Chatbot&Math AI,com.qianfan.aihomework,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Hike -Inventive Crossword,com.joyvendor.wordhike.android.en,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Securus Mobile,com.securus.videoclient,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WePlay - Game & Party,com.wejoy.weplay.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wodfix Max,com.manik.words,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Outpost: Upgrade Games,com.rockbite.zombieoutpost,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Factor_ Prepared Meal Delivery,com.factor75.factor75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jewel-Osco Deals & Delivery,com.safeway.client.android.jewelosco,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Space Connect: Cat Edition,com.gimica.spaceconnect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GTL | GettingOut,com.telmate.TelmateGettingout,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily Number Match,daily.number.match.free.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Puzzle Pop Blaster,com.gimica.puzzlepopblaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Water Sorter,com.gimica.watersorter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Attack Hole - Black Hole Games,com.redlinegames.attackhole,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Yatzy - Fun Word Puzzler,com.funcraft.whamzee,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Timeline Up,com.MojoGames.EraEvolution,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tile FamilyÃÂ®:Match Puzzle Game,com.tile.match.blockpuzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lovely Screw - Jam Puzzle,com.lovely.screw.match,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Murphy Drive Rewards,com.murphy.driverewards,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Traffic Buster: Parking Escape,com.puzzle.traffic.escape.car,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Food Lion,com.foodlion.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Beat Battle Full Mod Fight,com.happy.game.beat.music.fight.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Realms of Pixel,com.realmsofpixel.ng,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Driver Written Test: 2025 Test,com.dmvwrittentest.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Halara,com.doublefs.halara,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Klover - Instant Cash Advance,com.klovercredit.android_app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Reader & PDF Viewer,com.ezpdf.read.view.editor.pdfreader.pdfviewer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cube Out 3D :Jam Puzzle,com.cube.out.jam.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SimplePractice Client Portal,com.simplepractice.clients,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlas Earth - Buy Virtual Land,ci.atlasearth.client,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Venabox - Ani Planet,com.anilymepro.ani,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Classic Solitaire : Card Games,com.solitaire.blast.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wasteland Life: Survival Idle,com.wasteland.heart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Hard Rock Bet: Betting, Casino",com.hardrockdigital.client,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ShopRite: Groceries & Savings,com.wakefern.shoprite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
APPatient,com.modernizingmedicine.patientportal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NBA 2K Mobile Basketball Game,com.catdaddy.nba2km,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brainy Prankster,com.brainy.prankster.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Little Universe,com.savetheworld.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chess - Offline Board Game,com.gamovation.chessclubpilot,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Apex Girl,com.a3.topgirl.gplay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balatro,com.playstack.balatro.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mini Relaxing Game- pop it,com.sh.fidget.toys.mini.relaxing.antistress.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carnival Tycoon: Idle Games,com.solitairetripeaks.masterdesign,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
favorited,com.likelabs.favorited,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Get Color - Water Sort Puzzle,com.zm.watersort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Fan - Color By Number,com.color.page.paint.pixel.number.happy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pogo: Earn Cash & Rewards,com.pogotech.pogocash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VeryFit,com.watch.life,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bricks n Balls,com.peoplefun.bricksnballs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fight For America: Country War,com.Hitica.FightForAmerica,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hearts - Card Game Classic,com.fiogonia.hearts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Floral Sort 3D: Blossom Games,com.flower.floral.sort.blossom.match.color,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pocket Champs: 3D Racing Games,com.pocketchamps.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TP-Link Tether,com.tplink.tether,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Triple Tile: Match Puzzle Game,com.tripledot.triple.tile.match.pair.game.three.master.object,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hidden Letters: Can You Find?,art.of.find.hidden.object.puzzle.journey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Florida Lottery,com.flalottery.FLALOTTERY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire Delight,com.solitairedelight.joy.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Perplexity - Ask Anything,ai.perplexity.app.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
myCigna,com.cigna.mobile.mycigna,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Starlink,com.starlink.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Woody Sort: Ball Sort Puzzle,com.unicostudio.balltubes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Glory Fit,com.yc.gloryfit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Car Out,park.master.car.parking.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily Bubble,com.bigcake.android.bubbledaily,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mega Hit Poker: Texas Holdem,com.wonderpeople.megahitpoker.global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DailyPay On-Demand Pay,com.DailyPay.DailyPay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cash Club Casino - Vegas Slots,com.unicornstudio.cashparty.slots.casino.vegas.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Connect Balls - Line Puzzle -,com.baf.connectballs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Triple Match City,com.rc.cityCleaner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crazy Eights,com.mobilityware.CrazyEights,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Epic Plane Evolution,com.WalkTalk.FlightMaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jackpot FriendsÃÂ Slots Casino,com.jackpotfriends.slots,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Car Jam Solver: Traffic Jam,car.parking.jam.solver.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Healthy Benefits+,com.solutran.otc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BESTPLAY Play to earn & donate,com.bestplay.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cash Giraffe - Play and earn,cashgiraffe.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Search,com.mobilegame.wordsearch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Opera GX: Gaming Browser,com.opera.gx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dazofy,com.dazoppy.plus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Woodber - Classic Number Game,and.lihuhu.woober,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brain Puzzle: Tricky Quest,com.fun.brain.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chainsaw Juice King: Idle Shop,com.loadcomplete.aichainsaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zombie Waves,com.ddup.zombiewaves.zw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Super Sort - 3D Triple Master,com.supersort.matching.goods.triple.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hexa Master 3D - Color Sort,com.hexa.master.puzzle.match3d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HardeeÃÂsÃÂ®,com.hardees.ordering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GalateaTV: Watch Short Movies,com.inkitt.app.galateatv.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bird Sort 2: Color Puzzle,com.globalplay.birdsort2.color.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spider Solitaire - Card Games,com.playvalve.solitaire.spider,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blackjack,com.tripledot.blackjack,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Sort Puzzle: Pin Jam 3D,screw.puzzle.match3.brain.puzz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Baby In Yellow,com.TeamTerrible.BabyInYellow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castle Solitaire: Card Game,com.mobilityware.CastleSolitaire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Neverending: AI Challenge,neverending.ai.challenge.neverending,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Age of Apes,com.tap4fun.ape.gplay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carl's Jr.ÃÂ®,com.carlsjr.ordering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Reader - PDF Converter,com.ikame.pdf.pdfreader.pdfviewer.editor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PAW Patrol Academy,com.originatorkids.paw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Galatea: Books & Audiobooks,com.colt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Piano Star,com.piano.tiles.music.game.circles.dancing.beat.magictiles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
